id,text,author_id,created_at,geo
447493157329313792,"RT@ForeignPolicy:Sanctions may not chnge Putin's mind on Crimea,but Ukraine crisis cld chnge investors'mind on Russia http://t.co/LTljMZ51sm",12896172,2014-03-22 22:00:57+00:00,
447493148265050112,89% of #Ukraine troops in #Crimea have taken to their senses and joined #Russia. Only 11% wish to return to #Ukraine. http://t.co/eO48Nu75X9,192517432,2014-03-22 22:00:55+00:00,
447493141684187136,Russia starts to feel effect of sanctions - http://t.co/y4rIvABoRX #ukraine #crimea http://t.co/PK2RhyrUE9,8940342,2014-03-22 22:00:53+00:00,
447493090715377664,"RT @HAMDIRIFAI: #Moscow’s Long, Corrupt Money Trail  http://t.co/1DfUtz2kUq
#Russia #oligarchs #Ukraine #sanctions",620504847,2014-03-22 22:00:41+00:00,
447493058096295937,assreactor #путин #россия #крым #украина #фашизм #Євромайдан #russia #putin #ukraine #интервенция #москва #nato #OSCE #un #usa #голод #ад,2394873986,2014-03-22 22:00:33+00:00,
447493046758670336,"""@PaulGoble1: Window on Eurasia: Moscow’s Next Move against #Ukraine May Come from Transdniestria http://t.co/i160AVEgFV"" #phdchat #russia",2354939412,2014-03-22 22:00:31+00:00,
447493020834095104,"RT @RKacinskas: ""In the End, we will remember not the words of our enemies, but the silence of our friends.” – #martinlutherking | #Ukraine…",749181330,2014-03-22 22:00:24+00:00,
447492997283086336,"RT @Richardgalpin: #Russia state TV reporting ""self-defence units"" being set up in east #Ukraine vowing not to submit to govt in #Kiev. #Mo…",2396553799,2014-03-22 22:00:19+00:00,
447492976046923776,Bill Maher Argues U.S. Should ‘Sit Out’ In Ukraine http://t.co/DnQbEmAyIY,138147304,2014-03-22 22:00:14+00:00,
447492971483508737,Russia rewrites the itinerary for Obama’s trip to Europe http://t.co/ETNC1iz8qp,138147304,2014-03-22 22:00:13+00:00,
447492970779258880,"RT @UN: Diplomatic solution is only way to resolve Russia-Ukraine crisis, Ban Ki-moon stresses in Kyiv http://t.co/f9ngQ5AAwt http://t.co/7…",1168887043,2014-03-22 22:00:12+00:00,
447492924037529601,"Ukraine's east rallies for secession referendum, Russia's aggression to dominate Obama Europe trip, 5,000... http://t.co/U1e6Ny9ngO",132343731,2014-03-22 22:00:01+00:00,
447492787898818560,RT @fightausterity: Good to watch for #falseflag against #Russia in #Ukraine whether or not this report is accurate. #p2 #ows #tlot http://…,2206038469,2014-03-22 21:59:29+00:00,
447492739127869440,"RT @RKacinskas: ""In the End, we will remember not the words of our enemies, but the silence of our friends.” – #martinlutherking | #Ukraine…",57979109,2014-03-22 21:59:17+00:00,
447492734882807808,"RT @EitvydasB: RT @washingtonpost: Op-ed by Ukraine's foreign minister: The world must reject Russia's ""Anschluss"" in Crimea http://t.co/1T…",1357342237,2014-03-22 21:59:16+00:00,
447492730378530816,"#news: Official: #UK and #US are evacuating all non-essential personnel, and recommending citizens leave the #Ukraine / #Russia @StateDept",1648844738,2014-03-22 21:59:15+00:00,
447492724464553984,@Putin's #Russia .. keep ur #VODKA ... BOYCOTT buy American ..  Putin understands MONEY  #CrimeaInvasion #Ukraine,38218247,2014-03-22 21:59:14+00:00,
447492704855805952,"Russia storms naval base? No, Ukraine rebels refuse to comply with people powered treaty. Think, don't believe media spin #auspol",277425776,2014-03-22 21:59:09+00:00,
447492682898616320,"Russian Force Takes Over Ukrainian Base Next to Airport in Crimea http://t.co/qrU9kRP8nr Crimea ""has become part of Russia""",133929829,2014-03-22 21:59:04+00:00,
447492678834741249,“@GuardianUS: White House responds cautiously to Russian takeover of Crimea air base http://t.co/U867mKXkch @MartinPengelly” #gph14,2296225384,2014-03-22 21:59:03+00:00,
447492647645876224,RT @Revo_Ukraine: Stop paying to aggressor! #Ukraine #Crimea #Russia #Putin #Euromaidan #Maidan http://t.co/KVZUqsndwu,1001695700,2014-03-22 21:58:55+00:00,
447492586475757568,Stop paying to aggressor! #Ukraine #Crimea #Russia #Putin #Euromaidan #Maidan http://t.co/KVZUqsndwu,2308151358,2014-03-22 21:58:41+00:00,
447492583413927936,RT @timjudah1: Ivan Krastev says Putin wants to make Ukraine a Greater Bosnia: What does Russia want and why? http://t.co/05Ru8d8jd0 via @p…,1929030181,2014-03-22 21:58:40+00:00,
447492513264189440,Moscow signals concern for Russian Speakers in Estonia http://t.co/U96iaKXV0V  via @reuters #Crimea #Ukraine,89572518,2014-03-22 21:58:23+00:00,
447492469303697408,@americausa4 @abcnews Ummm...have you read the article...? #crimea #ukraine #russia #democracy #humanrights #auspol,1403598307,2014-03-22 21:58:13+00:00,
447492456817627138,"RT @AnnaNeistat: When can civilians be detained or taken prisoner by an occupying power? Read @HRW Q&amp;As on #Russia, #Ukraine http://t.co/HT…",370969531,2014-03-22 21:58:10+00:00,
447492440052998144,RT @j_harkey: Well my bracket is done. I had Ukraine over Russia.,783912270,2014-03-22 21:58:06+00:00,
447492413305937920,"@mfa_russia @RF_OSCE first stop your current attacks again Ukraine and it's ppl, pull out from Crimea. What a shameless Russia !",2303259782,2014-03-22 21:58:00+00:00,
447492384067035136,A Russian statement says Crimea has “become part of Russia.” http://t.co/plLONNBLER,20352048,2014-03-22 21:57:53+00:00,
447492349417885697,"Via @nprnews: Split Decisions: Ukraine Signs Up With EU, Russia Wraps Up Crimea http://t.co/7PHlZao5YT",58702884,2014-03-22 21:57:44+00:00,
447492342073655296,"March MADNESS. RT: “@BritHume: This says it all re: Russia, Ukraine &amp; the U.S., at least as things stand now http://t.co/ZuOn9bcxKF”",19390002,2014-03-22 21:57:43+00:00,
