id,text,author_id,created_at,geo
447523100654309378,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,1219735986,2014-03-22 23:59:56+00:00,
447523096023400448,Just look what any nation sees when they Google map #Russia vs. what Russians see! Proof! #Crimea #Ukraine http://t.co/sTPtcZkp8D,1589928924,2014-03-22 23:59:55+00:00,
447523075358064641,RT @Revo_Ukraine: Stop paying to aggressor! #Ukraine #Crimea #Russia #Putin #Euromaidan #Maidan http://t.co/KVZUqsndwu,212466669,2014-03-22 23:59:50+00:00,
447523072095313920,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,185632154,2014-03-22 23:59:49+00:00,
447523023302967296,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,2313253446,2014-03-22 23:59:38+00:00,
447522958937161728,White House 'very concerned' about Russia invading more of Ukraine – possibly soon http://t.co/2Ybq4zmuuE,14604158,2014-03-22 23:59:22+00:00,
447522939085135872,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,242849343,2014-03-22 23:59:17+00:00,
447522858416078848,@secgen Why not US denounce China oppressing Tibet/Uighur as it does Russia's incursion to Ukraine?,547664351,2014-03-22 23:58:58+00:00,
447522785855025152,RT @YourAnonWorld: Russian forces storm one of the last Ukrainian military outposts in Crimea -http://t.co/V9b4UFwdmP #Crimea #Russia #Ukra…,15110123,2014-03-22 23:58:41+00:00,
447522784630284289,RT @Free_Media_Hub: Hague attacks 'bullying' Russia over #Ukraine | via @Telegraph http://t.co/hDf99Q8304,547783044,2014-03-22 23:58:41+00:00,
447522758331621376,Ukraine signs EU trade pact as Russia finalizes Crimea annexation - CNN http://t.co/14AEVhU0Qi,618113444,2014-03-22 23:58:34+00:00,
447522745342234624,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,1501471,2014-03-22 23:58:31+00:00,
447522730309451776,Discussion: Murray Smith on what Russia is doing in Ukraine http://t.co/hnkJTdSNqN,28964268,2014-03-22 23:58:28+00:00,
447522718615756800,RT @nycjim: 10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,17314616,2014-03-22 23:58:25+00:00,
447522717873348608,Discussion: Murray Smith on what Russia is doing in Ukraine http://t.co/MmgB26RucU,35817903,2014-03-22 23:58:25+00:00,
447522710566875137,Ukraine signs EU trade pact as Russia finalizes Crimea annexation - CNN http://t.co/R8EfVRHysw,618152194,2014-03-22 23:58:23+00:00,
447522706993717248,@Hulstone  Good luck in Russia - Smash em in. Who's competing for Ukraine?,541616339,2014-03-22 23:58:22+00:00,
447522702673182720,Hague attacks 'bullying' Russia over Ukraine | via @Telegraph http://t.co/rITaVVIgM3 dangerous times,133850480,2014-03-22 23:58:21+00:00,
447522652853239808,10 new powerful images of Russia’s takeover of #Crimea. By @EvgenyFeldman for @mashable. #ukraine http://t.co/pjyWKT3ElB,14940354,2014-03-22 23:58:09+00:00,
447522594216886272,"Shots Fired: Russian Forces Break Through Ukraine Airbase in Belbek, Crimea http://t.co/8hwVvygWfz via @BreitbartNews",44174550,2014-03-22 23:57:55+00:00,
447522575699042304,"Most Americans support Obama on #Ukraine – tentatively -  Crisis in Ukraine: As Russia surges, is US still a... http://t.co/wuHWabpGhp",919927818,2014-03-22 23:57:51+00:00,
447522497097777152,RT @politico: Pro-Russian forces storm Ukrainian base in Crimea http://t.co/Ia2OD69HTr | AP Photo http://t.co/di8wL81mH9,109463710,2014-03-22 23:57:32+00:00,
447522456987652096,"Some Ukrainians flee Crimea after Russia's annexation: ""We are ready, packed and we can even leave tomorrow if... http://t.co/ais3B5Mwes",2208801494,2014-03-22 23:57:22+00:00,
447522418815676416,"RT @UN: Diplomatic solution is only way to resolve Russia-Ukraine crisis, Ban Ki-moon stresses in Kyiv http://t.co/f9ngQ5AAwt http://t.co/7…",58487646,2014-03-22 23:57:13+00:00,
